timestamp,lane,average_speed,flow,jam_state,state,back_of_queue,direction,final_vehicle_dist,flow_rate,human_flag,large_vehicles,medium_vehicles,small_vehicles,moto_vehicles,space_occupy_ratio,time_occupy_ratio,vehicles,volume
2025-10-24 00:00:00,2,90,0,Clear,2,0,Straight,15.152346548947158,0.0,1,0,0,0,0,9,9.9,0,0
2025-10-24 00:00:10,2,96,46,Clear,5,0,Straight,27.580473213844478,55.199999999999996,0,0,0,0,0,0,0.0,0,46
2025-10-24 00:00:20,2,95,16,Clear,1,0,Straight,49.955926210448666,19.2,1,0,0,0,0,8,8.8,0,16
2025-10-24 00:00:30,4,96,0,Clear,3,0,Straight,35.05117604010593,0.0,0,0,0,0,0,0,0.0,0,0
2025-10-24 00:00:40,2,98,99,Clear,5,0,Straight,42.14975780157201,118.8,1,0,0,0,0,0,0.0,0,99
2025-10-24 00:00:50,1,89,60,Clear,3,0,Straight,29.635048447409133,72.0,1,0,0,0,0,9,9.9,0,60
2025-10-24 00:01:00,2,100,0,Clear,1,0,Straight,35.21325783508559,0.0,1,0,0,0,0,0,0.0,0,0
2025-10-24 00:01:10,4,98,57,Clear,1,0,Straight,39.18330641241865,68.39999999999999,1,0,0,0,0,5,5.5,0,57
2025-10-24 00:01:20,4,104,52,Clear,3,0,Straight,18.205870488208575,62.4,1,0,0,0,0,0,0.0,0,52
2025-10-24 00:01:30,2,92,0,Clear,1,0,Straight,30.114161130052644,0.0,0,0,0,0,0,5,5.5,0,0
2025-10-24 00:01:40,4,103,85,Clear,3,0,Straight,10.240333703651832,102.0,1,0,0,0,0,0,0.0,0,85
2025-10-24 00:01:50,1,97,94,Clear,1,0,Straight,42.953877862996784,112.8,1,0,0,0,0,1,1.1,0,94
2025-10-24 00:02:00,1,103,0,Clear,4,0,Straight,26.220784773509006,0.0,0,0,0,0,0,0,0.0,0,0
2025-10-24 00:02:10,1,103,0,Clear,1,0,Straight,26.843883404872287,0.0,0,0,0,0,0,1,1.1,0,0
2025-10-24 00:02:20,1,99,50,Clear,1,0,Straight,11.803289125423003,60.0,1,0,0,0,0,0,0.0,0,50
2025-10-24 00:02:30,4,95,0,Clear,2,0,Straight,20.855106790821086,0.0,1,0,0,0,0,3,3.3000000000000003,0,0
2025-10-24 00:02:40,3,104,0,Clear,2,0,Straight,40.186048578381,0.0,1,0,0,0,0,0,0.0,0,0
2025-10-24 00:02:50,1,95,30,Clear,5,0,Straight,25.7517587870305,36.0,0,0,0,0,0,0,0.0,0,30
2025-10-24 00:03:00,4,97,0,Clear,4,0,Straight,32.250635545115166,0.0,1,0,0,0,0,0,0.0,0,0
2025-10-24 00:03:10,2,101,79,Clear,1,0,Straight,20.279171688517224,94.8,1,0,0,0,0,0,0.0,0,79
2025-10-24 00:03:20,1,98,0,Clear,3,0,Straight,35.322754072962994,0.0,1,0,0,0,0,1,1.1,0,0
2025-10-24 00:03:30,4,102,98,Clear,5,0,Straight,12.770943722662338,117.6,1,0,0,0,0,2,2.2,0,98
2025-10-24 00:03:40,2,100,2,Clear,3,0,Straight,33.24077698989001,2.4,0,0,0,0,0,0,0.0,0,2
2025-10-24 00:03:50,1,97,0,Clear,1,0,Straight,12.22449418528916,0.0,0,0,0,0,0,0,0.0,0,0
2025-10-24 00:04:00,4,102,95,Clear,2,0,Straight,21.764584166220278,114.0,0,0,0,0,0,0,0.0,0,95
2025-10-24 00:04:10,1,89,91,Clear,1,0,Straight,48.75281029536034,109.2,0,0,0,0,0,8,8.8,0,91
2025-10-24 00:04:20,4,99,6,Clear,3,0,Straight,37.94942193945406,7.199999999999999,1,0,0,0,0,0,0.0,0,6
2025-10-24 00:04:30,2,96,33,Clear,5,0,Straight,37.7122338757165,39.6,1,0,0,0,0,0,0.0,0,33
2025-10-24 00:04:40,2,102,0,Clear,1,0,Straight,18.247351957024275,0.0,0,0,0,0,0,0,0.0,0,0
2025-10-24 00:04:50,4,96,0,Clear,3,0,Straight,25.078260751713156,0.0,0,0,0,0,0,0,0.0,0,0
2025-10-24 00:05:00,2,99,0,Clear,5,0,Straight,29.26776161434855,0.0,1,0,0,0,0,3,3.3000000000000003,0,0
2025-10-24 00:05:10,4,103,6,Clear,4,0,Straight,37.2778327187733,7.199999999999999,1,0,0,0,0,0,0.0,0,6
2025-10-24 00:05:20,1,88,0,Clear,1,0,Straight,42.38545233443107,0.0,1,0,0,0,0,9,9.9,0,0
2025-10-24 00:05:30,2,97,1,Clear,5,0,Straight,11.100173681187716,1.2,1,0,0,0,0,0,0.0,0,1
2025-10-24 00:05:40,2,95,24,Clear,3,0,Straight,47.2011587720864,28.799999999999997,0,0,0,0,0,7,7.700000000000001,0,24
2025-10-24 00:05:50,3,97,0,Clear,5,0,Straight,33.01880955847377,0.0,1,0,0,0,0,0,0.0,0,0
2025-10-24 00:06:00,2,96,0,Clear,5,0,Straight,13.086983731126796,0.0,0,0,0,0,0,7,7.700000000000001,0,0
2025-10-24 00:06:10,2,97,0,Clear,2,0,Straight,10.209637385461114,0.0,0,0,0,0,0,0,0.0,0,0
2025-10-24 00:06:20,1,93,89,Clear,5,0,Straight,39.28451291440232,106.8,1,0,0,0,0,3,3.3000000000000003,0,89
2025-10-24 00:06:30,3,101,84,Clear,3,0,Straight,46.38534231457182,100.8,1,0,0,0,0,0,0.0,0,84
2025-10-24 00:06:40,1,96,0,Clear,2,0,Straight,12.6296208492675,0.0,1,0,0,0,0,0,0.0,0,0
2025-10-24 00:06:50,1,99,0,Clear,5,0,Straight,29.15911581263518,0.0,0,0,0,0,0,0,0.0,0,0
2025-10-24 00:07:00,3,99,13,Clear,5,0,Straight,47.5215028774494,15.6,0,0,0,0,0,0,0.0,0,13
2025-10-24 00:07:10,3,96,29,Clear,1,0,Straight,38.25309187713553,34.8,0,0,0,0,0,0,0.0,0,29
2025-10-24 00:07:20,2,94,0,Clear,2,0,Straight,31.184693449676708,0.0,0,0,0,0,0,3,3.3000000000000003,0,0
2025-10-24 00:07:30,3,95,8,Clear,4,0,Straight,15.354742076285426,9.6,1,0,0,0,0,0,0.0,0,8
2025-10-24 00:07:40,4,103,0,Clear,4,0,Straight,10.788532349645301,0.0,1,0,0,0,0,0,0.0,0,0
2025-10-24 00:07:50,1,97,65,Clear,5,0,Straight,38.7175087528452,78.0,0,0,0,0,0,0,0.0,0,65
2025-10-24 00:08:00,4,99,0,Clear,5,0,Straight,37.247888127205854,0.0,0,0,0,0,0,1,1.1,0,0
2025-10-24 00:08:10,3,95,43,Clear,4,0,Straight,33.78859872170685,51.6,0,0,0,0,0,4,4.4,0,43
2025-10-24 00:08:20,3,88,8,Clear,4,0,Straight,36.96249031521718,9.6,1,0,0,0,0,7,7.700000000000001,0,8
2025-10-24 00:08:30,4,95,4,Clear,2,0,Straight,17.004539970980414,4.8,1,0,0,0,0,7,7.700000000000001,0,4
2025-10-24 00:08:40,3,96,0,Clear,4,0,Straight,16.898944173781715,0.0,0,0,0,0,0,0,0.0,0,0
2025-10-24 00:08:50,2,100,25,Clear,5,0,Straight,37.79189235367413,30.0,0,0,0,0,0,1,1.1,0,25
2025-10-24 00:09:00,3,95,32,Clear,4,0,Straight,36.5629331251166,38.4,0,0,0,0,0,9,9.9,0,32
2025-10-24 00:09:10,2,98,0,Clear,5,0,Straight,47.396363363816796,0.0,1,0,0,0,0,0,0.0,0,0
2025-10-24 00:09:20,4,91,0,Clear,1,0,Straight,37.55355951384016,0.0,0,0,0,0,0,9,9.9,0,0
2025-10-24 00:09:30,4,96,26,Clear,1,0,Straight,38.292999519913586,31.2,0,0,0,0,0,0,0.0,0,26
2025-10-24 00:09:40,2,98,86,Clear,5,0,Straight,44.82916668663388,103.2,0,0,0,0,0,0,0.0,0,86
2025-10-24 00:09:50,4,104,50,Clear,5,0,Straight,18.70285055583554,60.0,1,0,0,0,0,0,0.0,0,50
2025-10-24 00:10:00,4,96,3,Clear,5,0,Straight,32.697592181953524,3.5999999999999996,0,0,0,0,0,0,0.0,0,3
2025-10-24 00:10:10,3,100,34,Clear,3,0,Straight,23.28402902747831,40.8,0,0,0,0,0,0,0.0,0,34
2025-10-24 00:10:20,3,104,0,Clear,2,0,Straight,42.49602941999842,0.0,1,0,0,0,0,0,0.0,0,0
2025-10-24 00:10:30,3,101,0,Clear,1,0,Straight,37.59371983011738,0.0,0,0,0,0,0,0,0.0,0,0
2025-10-24 00:10:40,2,95,9,Clear,1,0,Straight,29.30042009766551,10.799999999999999,0,0,0,0,0,7,7.700000000000001,0,9
2025-10-24 00:10:50,1,96,0,Clear,4,0,Straight,34.46755436734861,0.0,0,0,0,0,0,0,0.0,0,0
2025-10-24 00:11:00,2,99,58,Clear,1,0,Straight,25.710354665951243,69.6,0,0,0,0,0,0,0.0,0,58
2025-10-24 00:11:10,1,100,0,Clear,5,0,Straight,20.574009401832484,0.0,0,0,0,0,0,0,0.0,0,0
2025-10-24 00:11:20,4,97,20,Clear,3,0,Straight,29.285257708840412,24.0,1,0,0,0,0,6,6.6000000000000005,0,20
2025-10-24 00:11:30,1,98,0,Clear,2,0,Straight,29.03386229828198,0.0,1,0,0,0,0,4,4.4,0,0
